version,file_url,method,id,checked
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/sun/security/jgss/GSSNameImpl.java,public final class GSSNameImpl implements GSSName {,0,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/sun/security/jgss/TokenTracker.java,static class Entry {,0,True
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/sun/security/jgss/spi/GSSNameSpi.java,Provider getProvider();,0,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/sun/security/jgss/spi/GSSNameSpi.java,boolean equals(GSSNameSpi name) throws GSSException;,1,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/sun/security/jgss/spi/GSSNameSpi.java,boolean equals(@Nullable Object another);,2,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/sun/security/jgss/spi/GSSNameSpi.java,int hashCode();,3,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/sun/security/jgss/spi/GSSNameSpi.java,byte[] export() throws GSSException;,4,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/sun/security/jgss/spi/GSSNameSpi.java,Oid getMechanism();,5,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/sun/security/jgss/spi/GSSNameSpi.java,String toString();,6,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/sun/security/jgss/spi/GSSNameSpi.java,Oid getStringNameType();,7,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/sun/security/jgss/spi/GSSNameSpi.java,boolean isAnonymousName();,8,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,int INITIATE_AND_ACCEPT;,0,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,int INITIATE_ONLY;,1,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,int ACCEPT_ONLY;,2,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,int DEFAULT_LIFETIME;,3,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,int INDEFINITE_LIFETIME;,4,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,void dispose() throws GSSException;,5,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,GSSName getName() throws GSSException;,6,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,GSSName getName(Oid mech) throws GSSException;,7,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,int getRemainingLifetime() throws GSSException;,8,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,int getRemainingInitLifetime(Oid mech) throws GSSException;,9,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,int getRemainingAcceptLifetime(Oid mech) throws GSSException;,10,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,int getUsage() throws GSSException;,11,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,int getUsage(Oid mech) throws GSSException;,12,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,Oid[] getMechs() throws GSSException;,13,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,"void add(GSSName name, int initLifetime, int acceptLifetime, Oid mech, int usage) throws GSSException;",14,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,boolean equals(@Nullable Object another);,15,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,int hashCode();,16,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSName.java,Oid NT_HOSTBASED_SERVICE;,0,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSName.java,Oid NT_USER_NAME;,1,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSName.java,Oid NT_MACHINE_UID_NAME;,2,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSName.java,Oid NT_STRING_UID_NAME;,3,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSName.java,Oid NT_ANONYMOUS;,4,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSName.java,Oid NT_EXPORT_NAME;,5,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSName.java,boolean equals(GSSName another) throws GSSException;,6,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSName.java,boolean equals(@Nullable Object another);,7,False
jdk-19,https://github.com/eisop/jdk/tree/jdk-19/src/java.security.jgss/share/classes/org/ietf/jgss/GSSName.java,int hashCode();,8,False
