version,file_url,method,checked
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/sun/security/jgss/GSSCredentialImpl.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/sun/security/jgss/GSSNameImpl.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/sun/security/jgss/spi/GSSNameSpi.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/sun/security/jgss/krb5/Krb5NameElement.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/sun/security/krb5/PrincipalName.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/sun/security/krb5/Realm.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/sun/security/krb5/internal/HostAddresses.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/sun/security/krb5/internal/HostAddress.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/org/ietf/jgss/GSSCredential.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/org/ietf/jgss/ChannelBinding.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/org/ietf/jgss/GSSName.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/org/ietf/jgss/Oid.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/javax/security/auth/kerberos/KeyTab.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/javax/security/auth/kerberos/KerberosKey.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/javax/security/auth/kerberos/KerberosTicket.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.security.jgss/share/classes/javax/security/auth/kerberos/KerberosPrincipal.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/jdk.jfr/share/classes/jdk/jfr/internal/Type.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.compiler/share/classes/javax/lang/model/util/Elements.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.compiler/share/classes/javax/lang/model/element/RecordComponentElement.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.xml/share/classes/javax/xml/catalog/CatalogImpl.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/jdk.compiler/share/classes/com/sun/tools/javac/tree/TreeInfo.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/jdk.compiler/share/classes/com/sun/tools/javac/tree/TreeInfo.java,private static class ConstructorCallFinder extends TreeScanner {,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/jdk.compiler/share/classes/com/sun/tools/javac/tree/TreeInfo.java,private static class SuperCallTranslator extends TreeTranslator {,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/jdk.compiler/share/classes/com/sun/tools/javac/code/Symbol.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/jdk.compiler/share/classes/com/sun/tools/javac/code/Types.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/jdk.compiler/share/classes/com/sun/tools/javac/code/Types.java,class DisjointChecker {,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Resolve.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Resolve.java,class RefBeforeCtorCalledError extends StaticError {,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/P11Key.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.base/unix/classes/sun/nio/ch/FileKey.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.base/unix/classes/sun/nio/fs/UnixPath.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.base/windows/classes/sun/nio/ch/FileKey.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.base/share/classes/sun/util/calendar/CalendarDate.java,,False
jdk-22,https://github.com/eisop/jdk/tree/jdk-22/src/java.base/share/classes/sun/util/calendar/CalendarDate.java,public sealed abstract class CalendarDate implements Cloneable permits BaseCalendar.Date {,False
